Gene	Family Member	PMID	Species	Organ	Tissues/Cell line	Experiment	# Replicates	Control	Quality/Fold Change
Sprr2a	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	16.0147767691
Tnfrsf12a	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.0241191496
Cxcl16	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.4742258264
Myc	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-3.3774698712
Pla2g5	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	6.8126939626
Dusp6	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	4.1241536035
Gda	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.3387527052
2010204K13Rik	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-3.2064994655
Tbc1d10c	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.2959130407
AI747448	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.1865879828
Cd3g	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	4.0065585693
Dctd	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-3.1778967084
Slc2a2	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.1359463347
Pbld	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-2.6055048375
Mboat1	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.3367442869
Fgfbp1	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-2.1217153253
1810022C23Rik	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.1364493283
Ptprc	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.5270863003
Epas1	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.0452322307
2010002M12Rik	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.0719576521
1500012F01Rik	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-2.0909574441
Ddx60	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.2717632605
Reg3g	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	4.6252704744
H2-Ob	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.0871599751
Srgn	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	3.6695057723
Fam183b	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-2.4671554736
Gpr18	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.0834784819
A930018M24Rik	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-2.0455399777
1700019D03Rik	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-2.3262970293
Icam1	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.2001406171
Ang3	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-7.3931593034
Il33	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.4980777847
Defa-rs7	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.3484975686
Upp1	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.0645080348
Apoc2	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.2078312894
Bckdhb	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-2.2840562277
Gimap4	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.9668293917
Arhgdib	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.6440679747
Sash3	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.0685836516
Gm14446	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.4520704566
Irak4	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.1071273516
Tnfrsf14	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-2.289826305
Cd3d	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.0075227913
Cd52	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	5.8704924644
Ltb	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	3.4022113517
Cd79b	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.5907789008
Lgals6	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	121.354671334
Nrn1	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-3.1266882192
Acaa1b	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.4027563051
Msn	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.4947727688
Coro1a	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.7823119838
Gimap8	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.5797073301
Zfp146	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-2.2379975651
Itgb2	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.7443829337
H2-Eb1	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.7911194475
Cyp3a13	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.0798039389
Gzma	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.1428810463
Lpxn	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.0615672159
Akr1b7	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-2.0247366394
H2-Aa	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.6159516329
Acta1	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	3.6989164149
Il2rg	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	3.2535256253
Reg3b	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.2053735612
Cd48	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.3026162062
Bank1	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.4330652314
Slc16a12	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-3.0187124397
Klhl6	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.2206247175
Mylk3	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-2.8659806451
Gzmb	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.4792668027
Wdfy1	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.3481296915
Car4	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-5.6826311807
Gatm	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-2.2862272279
Ugt2b5	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-2.1127141246
Ncf4	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.3139466998
AI506816	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-2.2055294634
Stk39	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.1503060168
Ly6a	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.0506050693
E030030I06Rik	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-2.732022629
Ttr	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-2.1434886085
Tyrobp	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.1340631477
Oasl2	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.3584740601
Ldhb	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.0986708269
Shisa2	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-2.4217990584
Pla2g2a	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-5.5023849184
Ms4a1	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	3.3158194056
Cbr3	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	3.6999527149
Ap1s3	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	3.3107056151
Echdc3	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-2.1148334731
Mt2	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-3.9893840072
Pou2af1	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	4.0126422389
2310035P21Rik	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-2.0449340268
H2-Q7	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.1605726357
Faim3	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.735041518
Ms4a6b	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.8523192502
Gbp6	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.0455776695
Ighv14-2	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	3.1337119346
Leap2	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.2113124191
St3gal4	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-2.237674564
Sycn	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-2.4745662779
Bex1	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	-2.1455440184
H2-Ab1	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	4.2789997988
Mcpt1	c-Myc	NA	Mouse	Small intestine	crypts	Microarray	6	cMycKO vs Wt	2.2784749352
Cldnd1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.3922624944
EG665955	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-3.2547051061
Pbld	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.5469210982
Zfp239	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.20413359
Adh4	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.2219544883
Lrat	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.1384000849
Es22	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-3.2987518013
Scpep1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-3.8403597588
Slc5a4b	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.2549915072
Ces1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.0880490465
Mbl2	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	3.2192199108
Abca1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	4.4934317483
2210023G05Rik	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.2332624427
A930018M24Rik	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.0863875995
Trf	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	2.2447897605
Akr1c14	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.3974404268
Ugt2b36	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.8067903356
Lmcd1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.5168242328
Bche	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.018700553
Ugt2b5	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.2012251236
Gucy2c	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	2.7997741105
Oas1a	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	2.2242837348
Akr1b7	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.6178121944
Car9	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.442527886
1700016C15Rik	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	2.4167221785
Ear3	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-7.4658227986
Car4	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-5.6125310322
Klrd1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	2.0737900834
Bmp4	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	2.0147423193
Acta1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	2.3050261216
Reg3g	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	3.8617646218
Ap1s3	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	6.394549394
Ccne2	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.120778133
Aqp8	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-3.8490928329
Slc6a20b	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-4.1848190233
Svip	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.4222499613
Pcdh19	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.8982097304
Dnase1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-5.2596747927
Rnase1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	2.0879873914
Ang	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	2.4686135952
Sprr2a	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	11.8587937677
Ncoa7	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.3391757605
Pck1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.6067628785
C920025E04Rik	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	2.4901212633
Tnfrsf14	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.4081637017
Ang3	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.3626049765
Slc19a2	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.514093162
Nkg7	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	2.171578542
Sprr2a	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	2.8217729992
H2-Bl	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	3.2860515209
Lgals6	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	21.0834004504
Dusp6	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	2.6592127418
Defa4	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	11.7474992186
Areg	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	5.5240831413
Pfn2	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	2.4242002514
1190002N15Rik	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	-2.4117562414
Gpx2	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	2.2070481941
Retnlb	c-Myc	NA	Mouse	Small intestine	villi	Microarray	6	cMycKO vs Wt	9.4345902801
Grlf1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.1135648809
Rfc1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.5586198267
Hat1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	3.7442329605
Tpm4	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.3078297509
D930014E17Rik	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.83275651
Mcm6	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	4.5770373559
Sfmbt1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.3591313563
Mcm2	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	5.6740757068
Gsn	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.9816713894
Wdhd1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.8034913141
Wbp5	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	3.5621439044
Wdr90	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.4191573332
Igf2	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.308053875
Wtip	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.7555925831
Dek	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	3.7487806172
Cdt1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.7827831046
Pcna	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	4.2401432325
Donson	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.2233529659
2810408I11Rik	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.6545829072
Pola1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.8726029541
Ube2e2	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.4957693298
Hells	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.8679236161
Aspdh	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.2423147483
Dnmt1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	5.1674056183
BC049807	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.2682558821
Wwtr1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.3519608841
Msh6	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	4.1918026604
Skp2	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.862778401
Dhrs13	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	3.6955267072
Cbfb	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.0197458973
Zfp367	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	5.8195616971
Atad5	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.0225891585
BB182297	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.1589837729
E2f2	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	3.2858308175
Tuba1b	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	3.5520886803
Rbpms2	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	5.1591865015
Haus4	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.0504273109
Galnt3	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.0984344534
Brca1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	3.2620382977
Tfdp1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.3447156925
Prim1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	11.7759961522
Topbp1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.433046343
Khdrbs3	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.3165711608
Tubg1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.7480716123
Slbp	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.5842209048
Slfn9	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.0440017054
F730047E07Rik	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.3635957338
Mmp23	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.8360186108
Rrm1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.8809386398
Dna2	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	3.9410678846
Mfge8	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.53009192
Mcm8	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.6453683096
8430410A17Rik	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.1118389234
Ankrd32	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.0494690453
Mcm5	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	3.2452301567
Mcm3	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	4.2716352138
Tipin	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	5.0442570649
Plce1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.1164315067
Plbd1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	-2.3597293522
Prdx4	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.3095500324
2610028L16Rik	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.1864582489
Paxip1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.0173748819
Map3k5	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.014382982
Mcm4	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	5.8039090023
Cyb5r1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.7984050541
Zdhhc2	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.1591932173
Fen1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.25455718
Smyd4	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.5917286892
Mum1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.2398283887
9230114K14Rik	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.3290900181
Gins2	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.7229315201
Syce2	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.3763280291
Tubgcp2	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.5180365075
Mcm7	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	4.3526223444
Anapc5	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.493822701
Ipo9	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.2624754432
Tcf19	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	3.8992084969
Rif1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.1928144192
Gmnn	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.0684576215
Hist1h2bc	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	-2.5534393639
Rad51c	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.5193411603
Pole2	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.5808884728
Dnajc9	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	3.6720298844
Slc5a4a	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	-2.8347073467
Lbr	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	2.5296096913
Lig1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	6.5532001697
Rpa1	c-Myc	NA	Mouse	Small intestine	villi	Microarray	5	Rb-cMycKO vs Wt	3.6613038316
