Gene	Family Member	PMID	Species	Organ	Tissues/Cell line	Experiment	# Replicates	Control	Quality/Fold Change
MCM3	E2f6	12909625	Human	Embryo	HEK	ChIP	NA	NA	High
PIR51	E2f1	12909625	Human	Embryo	HEK	ChIP	NA	NA	Medium
PIR51	E2f4	12909625	Human	Embryo	HEK	ChIP	NA	NA	High
PIR51	E2f6	12909625	Human	Embryo	HEK	ChIP	NA	NA	Medium
HTF6	E2f6	12909625	Human	Embryo	HEK	ChIP	NA	NA	High
CHEK2	E2f1	12909625	Human	Embryo	HEK	ChIP	NA	NA	High
CHEK2	E2f4	12909625	Human	Embryo	HEK	ChIP	NA	NA	Low 
CHEK2	E2f6	12909625	Human	Embryo	HEK	ChIP	NA	NA	Low
HP1 alpha	E2f1	12909625	Human	Embryo	HEK	ChIP	NA	NA	Medium
HP1 alpha	E2f4	12909625	Human	Embryo	HEK	ChIP	NA	NA	Low
HP1 alpha	E2f6	12909625	Human	Embryo	HEK	ChIP	NA	NA	Low
RbAp48	E2f1	12909625	Human	Embryo	HEK	ChIP	NA	NA	Low
RbAp48	E2f4	12909625	Human	Embryo	HEK	ChIP	NA	NA	Low
RbAp48	E2f6	12909625	Human	Embryo	HEK	ChIP	NA	NA	Low
HTF6	E2f1	12909625	Human	Embryo	HEK	ChIP	NA	NA	Low
HTF6	E2f4	12909625	Human	Embryo	HEK	ChIP	NA	NA	Low
HTF6	E2f6	12909625	Human	Embryo	HEK	ChIP	NA	NA	Low
BRCA2	E2f	10557089	Human	Breast	MCF-7 	EMSA	NA	promdelta2	Low/-1.35
BRCA2	E2f	10557089	Human	Breast	MCF-7 	Reporter Gene Assay	3	promdelta2	Low/-1.2
BRCA2	E2f	10557089	Human	Breast	MCF-7 	Reporter Gene Assay	3	promdelta2	High/-3
BRIP1	E2f1	18345034	Human	Bone	MC3T3-E1 	Reporter Gene Assay	3	WT	High/-3.8
BRIP1	E2f2	18345034	Human	Bone	MC3T3-E1	Reporter Gene Assay	3	WT	High/-2.5
BRIP1	E2f3	18345034	Human	Bone	MC3T3-E1	Reporter Gene Assay	3	WT	Medium/2
BRIP1	E2f4	18345034	Human	Bone	MC3T3-E1	Reporter Gene Assay	3	WT	NA
BRIP1	E2f5	18345034	Human	Bone	MC3T3-E1	Reporter Gene Assay	3	WT	Low
BRIP1	E2f1	18345034	Human	Breast	MCF-7 	Reporter Gene Assay	3	WT	Low/-1.3
BRIP1	E2f2	18345034	Human	Breast	MCF-7 	Reporter Gene Assay	3	WT	Medium/-1.83
BRIP1	E2f3	18345034	Human	Breast	MCF-7 	Reporter Gene Assay	3	WT	Low/-1.6
BRIP1	E2f4	18345034	Human	Breast	MCF-7 	Reporter Gene Assay	3	WT	NA
BRIP1	E2f5	18345034	Human	Breast	MCF-7 	Reporter Gene Assay	3	WT	Low/-1.2
BRIP1	E2f	18345034	Human	Bone	MC3T3-E1	ChIP	3	NA	Medium
BUB3	E2f4	17043659	Human	Prostate	LNCaP C4-2 	Microarray	NA	NA	NA
BUB3	E2f4	17043659	Human	Prostate	LNCaP C4-2 	qPCR after irradiation	NA	NA	NA
BUB3	E2f4	17043659	Human	Prostate	Prostate	ChIP	NA	NA	Low
PTTG1	E2f4	17043659	Human	Prostate	Prostate	ChIP	NA	NA	High
YY1	E2f1	16918502	Human	Breast	MCF-7 	Reporter Gene Assay	2	YY1 full promoter+CAT+E2F	High/40
YY1	E2f1	16918502	Human	Breast	MCF-7 	Reporter Gene Assay	2	YY1 full promoter+CAT+E2F without prohibitin	High/-2
YY1	E2f1	16918502	Human	Breast	MCF-7 	EMSA		No YY1 cold probe	High
YY1	E2f1	16918502	Human	Breast	MCF-7 	Western Blot 		Actin	High
YY1	E2f1	16918502	Human	Breast	MCF-7 	ChIP	3	Tetracycline, Phb, IrAb, c-fos	High
YY1	E2f2	16918502	Human	Breast	MCF-7 	ChIP	1	Tetracycline, Phb, IrAb, c-fos	High
YY1	E2f3	16918502	Human	Breast	MCF-7 	ChIP	1	Tetracycline, Phb, IrAb, c-fos	High
YY1	E2f4	16918502	Human	Breast	MCF-7 	ChIP	1	Tetracycline, Phb, IrAb, c-fos	Medium
YY1	E2f5	16918502	Human	Breast	MCF-7 	ChIP	1	Tetracycline, Phb, IrAb, c-fos	Low
CAV1	E2f3a	16909110	Human	Bladder	5637	Microarray	NA	NA	NA
CBX5		21374739	Human	Breast	MDA-MB-231 	Real-Time PCR	NA	GAPDH	
CCNA1	E2f1	10022926	Human	Bone	MG-63	EMSA	NA	GST	Low
CCNA1	E2f1	10022926	Human	Blood	NB4	Western Blot	NA	preimmune sera or anti-A1C16 antibody	Low
CCNA1	E2f1	10022926	Human	Blood	NB4	Western Blot	NA	NA	Medium 
CDK2	E2f1	10022926	Human	Blood	NB4	Western Blot	NA	NA	High
CCNB1	E2f4	22508987	NA	NA	PshTert	ChIP	NA	Beta-actin	Medium
CCNB1	E2f1	22508987	NA	NA	PshTert	ChIP	NA	Beta-actin	Medium
CCNB1	E2f4	22508987	NA	NA	PshTertAR	ChIP	NA	Beta-actin	Medium
CCNB1	E2f1	22508987	NA	NA	PshTertAR	ChIP	NA	Beta-actin	Medium
CCNB1	E2f1	22508987	NA	NA	PshTert	Western Blot 	NA	Control siRNA, Beta-actin	High
CCNB1	E2f1	22508987	NA	NA	PshTertAR	Western Blot 	NA	Control siRNA, Beta-actin	High
CCNE1	E2f1	21765927	Hamster	Kidney	BHK	Northern Blot	NA	NA	Medium
CCNE1	E2f2	21765927	Hamster	Kidney	BHK	Northern Blot	NA	NA	Medium
CCNE1	E2f3	21765927	Hamster	Kidney	BHK	Northern Blot	NA	NA	Medium
p19	E2f1	21765927	Hamster	Kidney	BHK	Northern Blot	NA	NA	High
p19	E2f2	21765927	Hamster	Kidney	BHK	Northern Blot	NA	NA	High
p19	E2f3	21765927	Hamster	Kidney	BHK	Northern Blot	NA	NA	High
p19	E2f1	21765927	Human	Kidney	HEK	Western Blot 	NA	NA	Low
E2F1	E2f1	21765927	Hamster	Kidney	BHK	Northern Blot	NA	WT	High
CCNE1	E2f1	21765927	Hamster	Kidney	BHK	Northern Blot	NA	WT	High
p19INK4d	E2f1	21765927	Hamster	Kidney	BHK	Northern Blot	NA	WT	High
p19INK4d	E2f1	21765927	Hamster	Kidney	BHK	Nuclear Run-Off Assay	NA	No 4-OHT	Medium/1.6
PCNA	E2f1	21765927	Hamster	Kidney	BHK	Nuclear Run-Off Assay	NA	No 4-OHT	Medium/1.6
CCNE1	E2f1	21765927	Hamster	Kidney	BHK	Nuclear Run-Off Assay	NA	No 4-OHT	Medium/1.8
CDK4	E2f1	21765927	Hamster	Kidney	BHK	Nuclear Run-Off Assay	NA	No 4-OHT	Low/1
p19	E2f	21765927	Hamster	Kidney	BHK	Reporter Gene Assay	2	WT	Medium/-1.9
p19	E2f	21765927	Hamster	Kidney	BHK	Reporter Gene Assay	2	WT	Low/-1.3
p19	E2f	21765927	Hamster	Kidney	BHK	Reporter Gene Assay	2	WT	High/-5.9
p19	E2f1	21765927	Human	Embryo	WI-38	Northern Blot	2	NA	High
CCND1	E2f1	21765927	Hamster	Kidney	BHK	Northern Blot	2	NA	High
CCNE1	E2f1	21765927	Hamster	Kidney	BHK	Northern Blot	2	NA	High
MCM4	E2f1	21765927	Hamster	Kidney	BHK	Northern Blot	2	NA	High
CCNE1	E2f1	19564413	Human	Breast	MCF-7	ChIP	3	NA	High
CCNE1	E2f4	19564413	Human	Breast	MCF-7	ChIP	3	NA	Medium
CCNE2	E2f1	19564413	Human	Breast	MCF-7	ChIP	3	NA	High
CCNE2	E2f4	19564413	Human	Breast	MCF-7	ChIP	3	NA	High
CDCA4	E2f	16984923	Human	Uterus	HeLa	Luciferase Assay with Mutagenesis	3	WT	High
CDCA4	E2f	16984923	Human	Uterus	HeLa	Luciferase Assay with Mutagenesis	3	WT	High
CDCA4	E2f	16984923	Human	Uterus	HeLa	Luciferase Assay with Mutagenesis	3	WT	High
CDCA4	E2f	16984923	Human	Uterus	HeLa	Luciferase Assay with Mutagenesis	3	WT	High
CDCA4	E2f	16984923	Human	Uterus	HeLa	Luciferase Assay with Mutagenesis	3	WT	High
CDCA4	E2f1	16984923	Human	Uterus	HeLa	Luciferase Assay with Mutagenesis	3	pGL3-delD	High
CDCA4	E2f2	16984923	Human	Uterus	HeLa	Luciferase Assay with Mutagenesis	3	pGL3-delD	High
CDCA4	E2f3	16984923	Human	Uterus	HeLa	Luciferase Assay with Mutagenesis	3	pGL3-delD	High
CDCA4	E2f4	16984923	Human	Uterus	HeLa	Luciferase Assay with Mutagenesis	3	pGL3-delD	High
CDCA4	E2f1	16984923	Human	Lung	A549	ChIP	NA	NA	Medium
CDCA4	E2f4	16984923	Human	Lung	A549	ChIP	NA	NA	Medium
Nt5e	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.6248344691
Ap1s3	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.9739237682
Pla2g2a	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-32.3417461255
Bmp2k	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.1168769995
A930018M24Rik	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.6260019727
Tppp	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-4.8582250875
Bnc1	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.209749245
Pabpn1	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.0728396252
Ang	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.8150853557
Tpr	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.3639272983
Supt16h	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.6466440287
4930539E08Rik	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.6735024522
2010109I03Rik	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-6.8626843535
Mirhg1	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.0225985516
Fam82a1	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.0824105928
Lcn2	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	3.4092356731
Ear3	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-29.6308477944
LOC433762	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-4.7331046913
E2f2	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.0318440379
Cwc22	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.2330336631
Pycr1	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.2557507519
2810405F17Rik	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.0269197913
Spen	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.0657313842
Reg4	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-3.3240597927
Serpinh1	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.10400116
Fam132a	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.0077668536
2900097C17Rik	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.274292269
EG665955	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.8039973774
Pkd2	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.4194950707
Wdfy1	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	3.1254243148
Slc2a2	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.5517152286
Trim40	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	3.1849042491
2610528A11Rik	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.1653826656
Ms4a10	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.0061335724
Spib	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.3019896282
2610524H06Rik	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.2122973888
Thbs1	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.1030128519
Serinc2	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.0881871259
Mrpl27	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.0840593066
BE136769	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.0922303047
Clca6	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-3.9043823302
Snord123	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.4799688508
LOC100038746	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.1764300707
6430706D22Rik	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-3.0046292843
Cd83	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.1537542849
Neat1	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.2940571513
Cyp2c55	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.9144762934
Il7	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.1906135524
Gt(ROSA)26Sor	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	49.3970278146
Gpr133	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.3331396569
1700011H14Rik	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	5.997195486
Taf9	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.2365572169
Pccb	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.565901282
C730049O14Rik	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.0756329354
Myl7	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.0060774878
AA467197	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.2978675879
Gimap3	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.0229317778
Bzw2	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.1996312173
Mycbpap	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.04574312
C3	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-5.1425360418
Pum1	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.0143815858
Cyp2e1	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.5235313335
BC023969	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	4.8845680904
Anxa5	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.2266595639
Mup10	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.2525196112
Ubtd2	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.1871532838
Reg3g	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.0869470545
2010204K13Rik	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.1947916618
2010107G12Rik	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.3416622443
Tmem87a	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-4.2124941029
Tubb2b	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.4918806995
Pdgfc	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.1604994046
Ptk6	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.0038302977
Cdkn2c	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-3.1497038078
Khdrbs3	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.7200327084
Mycl1	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.539017295
Tcea3	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.0783639807
Tc2n	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.4992744468
Unc5cl	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	3.976685124
D14Ertd449e	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.2677878236
Bmp4	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.2034237917
Krt12	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-7.4777625826
Car2	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.3670212643
Lrg1	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.0101288756
Trip6	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	2.2007628121
6030445D17Rik	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.2500696601
1200016E24Rik	E2f1,E2f2	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f12KO vs Wt	-2.7236852601
Fam132a	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	2.0331524798
Stk25	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.106925059
B4galnt2	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.2234553665
Pycr1	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-3.2546648745
Pabpn1	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.2055740016
Cwc22	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-3.2206651366
Ubtf	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.3564825531
Fubp3	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	2.2458859494
Pla2g2a	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-48.5849754024
3100002L24Rik	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.353017418
A930018M24Rik	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.2793945473
Tpr	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.6370757258
Tff3	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.1099176134
Gm7536	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	2.2795820431
Plch1	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	2.0483851425
Eif4g1	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.181374455
Gfi1	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.2689487147
Mrpl27	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	2.4348906789
2010109I03Rik	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-9.6666678209
Wdfy1	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	3.0752172489
Kctd15	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.0738832317
Slc25a4	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	2.4266411003
C1galt1	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.0383721118
Fcgbp	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.464917453
Stmn1	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.0366804836
Ang	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	3.0550283707
LOC433762	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-6.4424629412
Tpsg1	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.1738031969
Phgdh	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	2.6656718023
Supt16h	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-3.154110783
Dio1	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.9920590889
EG665955	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-7.0122398002
2410002O22Rik	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	2.5275693328
2900097C17Rik	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.3439960956
Snord123	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.8306093673
Hvcn1	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.0207525478
Taf9	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	2.7324264575
Dqx1	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.1819804366
Tppp	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-5.8613554664
E030030I06Rik	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.2822386609
Rps21	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	2.2829000023
2810405F17Rik	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.139894493
Hebp2	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	2.0074264239
Ceacam20	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-3.2614194556
LOC100038746	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	2.6142552328
Capn9	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.1135091135
Rps20	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	2.7364556977
4930539E08Rik	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.4001096764
E2f2	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.0960631264
Bag2	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	2.1234390025
Prelp	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.3650311191
Phgdh	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	2.1633768532
Neat1	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.6546438738
Mirhg1	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.3189810005
Crebzf	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.0641091322
Pum1	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.3952403736
Slc25a35	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.1968996929
Usp48	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.1894714941
2010107G12Rik	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.4827305017
Rnasen	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	2.5425650176
Sdc4	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-2.2339511934
Ear3	E2f1,E2f2,E2f3	20016602	Mouse	Small intestine	crypts	Microarray	3	E2f123KO vs Wt	-95.6720760827
